name,year,buy_price,sell_price,km_driven,fuel,seller_type,transmission,owner
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,376408.2226,450000,99117,Diesel,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LS,2009,111943.5202,135000,90000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI MT BSIV,2019,361862.4187,425000,3700,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2010,88954.09169,100000,80000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,543662.5438,650000,100000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.4 TDI,2011,77067.62027,90000,54000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2017,217699.8085,250000,19000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,263977.913,300000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2014,242660.1571,275000,30000,Petrol,Individual,Manual,First Owner
Honda BRV i-VTEC V MT,2017,537840.4428,600000,43500,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2016,220820.198,270000,60000,Petrol,Individual,Manual,Second Owner
Renault KWID RXT Optional,2016,199547.5068,240000,70000,Petrol,Individual,Manual,Second Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,1038018.141,1200000,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012,143480.3537,160000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,636980.75,790000,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,2018,1079030.728,1200000,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,2011,143284.5022,175000,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,838303.6456,950000,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019,279141.2371,340000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,712431.6793,825000,13500,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,2018,2762418.157,3100000,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018,636255.7585,780000,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,2010,284749.915,350000,80000,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,2018,586370.3189,690000,39000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,2016,208413.9354,245000,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,673935.1714,790000,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2018,605848.6325,680000,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2017,441089.9703,540000,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2016,369376.4635,425000,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008,120445.8998,140000,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,2019,953618.4473,1100000,30000,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015,622824.1742,715000,35000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,2013,331474.367,370000,90000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi ABS,2007,145351.0274,175000,80000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 230,1998,881186.3296,1000000,35000,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2013,77844.82659,92800,25000,Petrol,Individual,Manual,Second Owner
Tata Xenon XT EX 4X2,2014,253939.3832,291000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2013,74391.20924,92800,25000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2016,312278.1034,350000,20000,Petrol,Individual,Manual,First Owner
Maruti Omni 5 Str STD,1998,55316.32304,65000,60000,Petrol,Dealer,Manual,Third Owner
Maruti Swift Dzire VDI,2015,527479.2733,650000,58000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX BS IV,2014,314398.7897,350000,40000,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI,2005,60904.96093,75000,70000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,365953.2332,440000,70000,Diesel,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,2013,236036.8237,270000,60000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2014,1010793.431,1150000,135000,Diesel,Dealer,Manual,First Owner
Maruti Omni 8 Seater BSII,2015,200692.6209,238000,70000,Petrol,Dealer,Manual,First Owner
Mercedes-Benz B Class B180 Sports,2013,979534.9953,1100000,40000,Petrol,Individual,Automatic,Second Owner
Mahindra XUV500 W10 2WD,2015,1011822.815,1200000,75000,Diesel,Dealer,Manual,Second Owner
Skoda Fabia 1.2L Diesel Ambiente,2010,232646.7279,260000,150000,Diesel,Individual,Manual,First Owner
Toyota Etios VD,2012,309970.7281,350000,140000,Diesel,Individual,Manual,Third Owner
Toyota Etios Liva VD,2015,395463.7778,480000,70000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva GD,2012,305154.236,345000,137250,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio M2DI,2013,402581.899,500000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Asta Option,2017,484697.2352,595000,27000,Petrol,Dealer,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2019,1107090.558,1295000,9000,Diesel,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1184956.04,1350000,5400,Diesel,Dealer,Manual,Test Drive Car
Renault KWID Climber 1.0 MT Opt BSIV,2020,480947.7476,541000,1000,Petrol,Dealer,Manual,Test Drive Car
Hyundai Santro Asta,2018,447615.8927,515000,16000,Petrol,Dealer,Manual,First Owner
Ford Figo Aspire Titanium Plus Diesel,2019,762707.6057,894999,13000,Diesel,Dealer,Manual,Test Drive Car
Renault Pulse RxZ Optional,2012,265545.5919,325000,47000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2018,819266.1054,925000,22000,Petrol,Individual,Manual,First Owner
Nissan Terrano XL P,2017,695086.8501,844999,30000,Petrol,Individual,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2018,760726.2255,925000,20000,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 LX,2013,269144.8745,300000,60000,Diesel,Individual,Manual,First Owner
Toyota Camry M/t,2008,541769.5219,650000,75000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 LXI,2010,152150.8716,175000,64000,Petrol,Dealer,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,2015,262224.9134,325000,80000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxZ,2017,519938.6098,600000,90000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,2018,593952.3484,700000,30000,Petrol,Individual,Manual,First Owner
Toyota Corolla H3,2003,84519.75346,95000,120000,Petrol,Individual,Automatic,Second Owner
Maruti Celerio ZXI,2019,434398.1936,490000,20000,Petrol,Dealer,Manual,First Owner
Tata Safari DICOR 2.2 EX 4x2,2013,333946.8081,380000,100000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,471458.5229,550000,31000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2013,186118.553,225000,47000,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.2 Revotron XM,2018,477786.6063,570000,11200,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2018,247791.4496,305000,35000,Petrol,Dealer,Manual,First Owner
Maruti Wagon R Duo Lxi,2010,203112.521,240000,50000,LPG,Dealer,Manual,First Owner
Maruti Ertiga SHVS VDI,2015,579639.3864,700000,55000,Diesel,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,2018,250778.3635,288000,20000,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B4,2017,678895.9296,800000,75000,Diesel,Dealer,Manual,First Owner
Maruti Celerio VXI,2017,379410.3212,430000,93000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT Option,2009,168909.9582,195000,57000,Diesel,Dealer,Manual,Second Owner
Maruti Eeco Smiles 5 Seater AC,2014,289733.0258,325000,30000,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxE,2013,368818.0419,450000,73000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2016,543720.0897,630000,65000,Diesel,Dealer,Manual,First Owner
Maruti Swift 1.3 VXi,2009,213663.6205,250000,62000,Petrol,Dealer,Manual,Second Owner
Hyundai Santro GLS I - Euro II,2007,119554.9575,135000,85000,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 PS,2010,98326.7725,110000,73000,Petrol,Individual,Manual,First Owner
Maruti Swift ZDi,2012,305734.1076,350000,55000,Diesel,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,2016,202831.3424,240000,5800,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 8-seater,2009,282074.9704,350000,350000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,2018,532609.1619,600000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2018,642994.0243,750000,20000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2018,231120.7399,270000,20000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2007,74800.85408,90000,100000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R Stingray VXI,2013,301081.7643,350000,65000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,246233.5791,285000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 E Diesel MS 7-seater,2011,550738.5947,665000,267000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 CRDe,2005,147801.0746,175000,250000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2,2011,290154.7153,350000,140000,Diesel,Individual,Manual,Second Owner
Honda City i-VTEC CVT ZX,2018,1098142.341,1225000,22000,Petrol,Dealer,Automatic,First Owner
Honda Jazz Select Edition Active,2010,228458.404,285000,60000,Petrol,Dealer,Manual,Second Owner
Honda City i-VTEC VX,2018,822800.3132,1000000,28635,Petrol,Dealer,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,626107.1337,780000,32114,Diesel,Dealer,Manual,First Owner
Maruti Celerio VXI,2014,244241.0895,300000,82000,Petrol,Dealer,Manual,Second Owner
Maruti Swift VXI BSIII,2006,135710.2114,160000,95149,Petrol,Dealer,Manual,Second Owner
Honda Amaze VX i-VTEC,2018,537185.8625,625000,68458,Petrol,Dealer,Manual,First Owner
Maruti Ritz VXi,2010,235369.0007,265000,42000,Petrol,Individual,Manual,First Owner
Honda City i DTEC V,2014,417526.6393,515000,90000,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite,2016,187877.6291,210000,30000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2009,112279.5087,140000,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,817098.5176,940000,128000,Diesel,Individual,Manual,First Owner
Nissan Terrano XV Premium 110 PS,2013,655960.8387,750000,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,502685.3523,610000,100000,Diesel,Individual,Manual,First Owner
Nissan Sunny XV D Premium Leather,2015,397796.1438,450000,50000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva GD,2012,347018.1059,409999,56000,Diesel,Individual,Manual,First Owner
Hyundai EON 1.0 Era Plus,2018,83343.96572,100000,21302,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.4 SX,2016,550812.8165,650000,100000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T8,2017,525393.182,650000,80000,Diesel,Individual,Manual,First Owner
Hyundai Getz 1.3 GLS,2010,122244.8485,150000,105546,Petrol,Individual,Manual,First Owner
Toyota Etios Liva 1.2 V,2018,413698.0646,500000,10000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 GX 7 STR BSIV,2012,870264.7843,1000000,80000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.2,2013,299162.8658,340000,35000,Petrol,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option BSIV,2019,643453.6185,800000,11240,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,838368.4483,1010000,120000,Diesel,Individual,Manual,First Owner
Toyota Etios GD,2011,285320.0853,350000,120000,Diesel,Individual,Manual,Third Owner
Maruti Swift VDI BSIV,2016,527599.6918,595000,70000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD BSIV,2014,610151.0808,700000,130000,Diesel,Individual,Manual,Third Owner
Renault KWID RXL,2019,218416.6652,265000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2015,273276.6418,320000,60000,Petrol,Individual,Manual,Second Owner
Honda City 1.5 S MT,2011,272120.363,310000,110000,Petrol,Individual,Manual,First Owner
Honda City i DTEC VX,2014,576905.7851,700000,130000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2009,116012.8829,130000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2009,127969.5142,150000,120000,Diesel,Individual,Manual,Second Owner
Honda Amaze E i-Dtech,2015,256945.7317,300000,104000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire LXi,2011,134188.1579,150000,100000,Petrol,Individual,Manual,Second Owner
Honda City 1.3 EXI,2003,100987.0085,120000,132343,Petrol,Individual,Manual,Second Owner
Hyundai Creta 1.4 CRDi S Plus,2016,802298.9996,950000,90000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2007,88791.66111,100000,60000,Petrol,Individual,Manual,Second Owner
Honda Jazz 1.5 SV i DTEC,2015,383788.6954,450000,76000,Diesel,Individual,Manual,First Owner
Maruti 800 EX,2004,24117.11855,30000,60000,Petrol,Individual,Manual,Third Owner
Mahindra Renault Logan 1.6 Petrol GLSX,2009,173887.8827,200000,30000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,2010,207902.9753,250000,96000,Diesel,Individual,Manual,Second Owner
Mahindra Marazzo M8 8Str,2018,1109766.373,1300000,10000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva 1.4 VD,2017,340933.1557,425000,36000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX O iDTEC,2017,489709.9878,550000,12997,Diesel,Dealer,Manual,First Owner
Maruti Ciaz 1.4 AT Zeta,2017,432988.7069,500000,40000,Petrol,Individual,Automatic,First Owner
Hyundai Verna CRDi 1.6 SX Option,2018,992186.7875,1150000,26430,Diesel,Dealer,Manual,First Owner
Maruti Swift 1.3 VXI ABS,2015,423573.1981,475000,24600,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI,2011,220938.9694,260000,28481,Petrol,Dealer,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,286218.5518,350000,100000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,626822.1714,750000,41988,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,2009,145952.0781,180000,30375,Petrol,Dealer,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017,296453.646,350000,7658,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire VDI,2017,547482.4425,611000,34400,Diesel,Dealer,Manual,First Owner
Renault KWID RXL BSIV,2017,272662.1442,325000,18500,Petrol,Dealer,Manual,First Owner
Maruti Alto VXi,2015,245261.1786,280000,26134,Petrol,Dealer,Manual,First Owner
Maruti Wagon R AMT VXI,2014,251277.2658,300000,28942,Petrol,Dealer,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012,610361.3001,711000,53600,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,685359.8921,851000,53652,Diesel,Dealer,Manual,First Owner
Maruti Ritz VDi,2011,230232.5042,260000,52895,Diesel,Dealer,Manual,First Owner
Hyundai Verna SX Diesel,2013,460164.8759,550000,42324,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W10 1.99 mHawk,2016,878290.3593,1044999,65000,Diesel,Dealer,Manual,First Owner
Mahindra Scorpio EX,2012,471748.1725,550000,60236,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,2014,179711.7649,210000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014,180006.5688,210000,70000,Petrol,Individual,Manual,Third Owner
Mahindra Xylo E8,2009,240175.8081,290000,100000,Diesel,Individual,Manual,Second Owner
Fiat 500 Lounge,2008,220641.165,250999,110000,Diesel,Individual,Manual,First Owner
Renault Triber RXT BSIV,2019,502183.0861,600000,10300,Petrol,Individual,Manual,First Owner
Fiat Grande Punto EVO 1.3 Active,2014,218651.4801,270000,120000,Diesel,Individual,Manual,Second Owner
Tata New Safari 4X4 EX,2012,476484.9129,550000,142000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,2017,712244.3043,800000,25000,Diesel,Individual,Manual,First Owner
Tata Altroz XE,2020,433947.1762,500000,5000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,2016,481385.641,535000,52600,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,320868.043,396000,28643,Petrol,Dealer,Manual,First Owner
Honda City i DTEC VX,2014,489579.6925,600000,50000,Diesel,Individual,Manual,First Owner
Maruti Wagon R ZXI 1.2,2019,463206.4521,575000,30000,Petrol,Dealer,Manual,First Owner
Hyundai Santro Sportz BSIV,2020,462564.3307,520000,5000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 FWD,2018,1241444.478,1400000,30000,Diesel,Individual,Automatic,First Owner
Maruti Baleno Delta Automatic,2018,529572.6594,600000,7600,Petrol,Individual,Automatic,First Owner
Chevrolet Beat Diesel LS,2013,168566.0112,195000,47253,Diesel,Dealer,Manual,First Owner
Maruti Alto K10 VXI AGS,2015,233180.9115,281000,4432,Petrol,Dealer,Automatic,Second Owner
Tata Indica GLS BS IV,2010,62494.89811,75000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2014,325456.3716,400000,25000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2009,80897.23196,93000,70000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active S Petrol,2016,491760.7885,560000,68523,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,2019,345530.345,400000,5000,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XT,2018,406514.1612,459999,40000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2017,381872.4888,450000,43000,Diesel,Individual,Manual,First Owner
Maruti Alto Green LXi (CNG),2010,70667.15309,88000,80251,CNG,Dealer,Manual,Second Owner
Hyundai i20 1.2 Era,2010,212743.8758,250000,34500,Petrol,Individual,Manual,Second Owner
Ford Ikon 1.4 ZXi,2000,18724.73795,22000,42743,Petrol,Dealer,Manual,Third Owner
Chevrolet Beat Diesel LS,2013,113760.5351,130000,93900,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004,70991.62721,79000,80000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2012,97238.49812,120000,110000,Diesel,Individual,Manual,First Owner
BMW 7 Series 730Ld,2011,1420583.906,1700000,100000,Diesel,Individual,Automatic,Second Owner
Chevrolet Optra Magnum 2.0 LT,2012,241550.4312,300000,25000,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,2012,242702.7928,300000,25000,Diesel,Individual,Manual,First Owner
Maruti A-Star Lxi,2009,125623.1793,145000,25000,Petrol,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2019,2874789.834,3200000,20000,Diesel,Individual,Automatic,First Owner
Chevrolet Spark 1.0 LT,2013,215711.8812,240000,10000,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2018,607632.7253,700000,30000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLX,2010,124625.6665,145000,110000,Petrol,Individual,Manual,Second Owner
Maruti Ertiga VDI Limited Edition,2014,462261.7153,535000,80000,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,346701.5929,420000,21000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2016,280558.5881,350000,20000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,475727.4327,550000,32000,Diesel,Individual,Manual,First Owner
Mitsubishi Montero 3.2 MT,2007,647940.4417,750000,180000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,172639.4069,198000,70000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,2013,369476.7659,420000,50000,Diesel,Individual,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,2013,346916.6465,420000,50000,Diesel,Individual,Manual,First Owner
Ford Endeavour 4x2 XLT,2004,166026.8101,195000,120000,Diesel,Individual,Manual,First Owner
Hyundai EON Sportz,2012,128456.5974,150000,55766,Petrol,Individual,Manual,Second Owner
Nissan Micra XL,2011,239393.4747,275000,40000,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,2001,57603.68058,65000,60000,Petrol,Individual,Manual,Third Owner
Maruti Swift LXi BSIV,2008,167876.4395,200000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2010,212989.606,250000,110000,Diesel,Individual,Manual,Second Owner
